15,LGBTQ elders,2,2018-08-11 12:41:00,2018-11-11 00:11:02.81684
50,Alcoholism,6,2018-08-11 12:41:00,2018-11-11 00:11:32.498708
110,Clothing,4,2018-08-11 12:41:00,2018-11-11 00:13:36.85243
44,Family dynamics,5,2018-08-11 12:41:00,2018-11-11 00:15:57.641798
43,Elder orphans,4,2018-08-11 12:41:00,2018-11-11 00:16:24.205537
46,Intergenerational contact,10,2018-08-11 12:41:00,2018-11-11 00:17:01.229089
45,Grandparents,10,2018-08-11 12:41:00,2018-11-11 00:17:14.051789
12,Hospice and palliative care,25,2018-08-11 12:41:00,2018-11-11 00:21:45.636638
37,Exercise activities,7,2018-08-11 12:41:00,2018-11-11 00:39:40.633818
5,Medicare,3,2018-08-11 12:41:00,2018-11-11 00:40:12.360534
6,Social Security,3,2018-08-11 12:41:00,2018-11-11 00:40:25.475393
66,HIV,12,2018-08-11 12:41:00,2018-11-11 00:42:55.405374
71,Pneumococcal,12,2018-08-11 12:41:00,2018-11-11 00:44:18.580836
57,Arthritis,12,2018-08-11 12:41:00,2018-11-11 00:44:37.972377
59,Cancer,12,2018-08-11 12:41:00,2018-11-11 00:44:47.83355
60,Diabetes,12,2018-08-11 12:41:00,2018-11-11 00:44:56.483697
61,Eye Problems,12,2018-08-11 12:41:00,2018-11-11 00:45:03.639579
62,Flu,12,2018-08-11 12:41:00,2018-11-11 00:45:18.756384
63,Hearing Loss,12,2018-08-11 12:41:00,2018-11-11 00:45:28.408792
64,Heart Disease,12,2018-08-11 12:41:00,2018-11-11 00:45:38.905788
65,Hepatitis,12,2018-08-11 12:41:00,2018-11-11 00:45:46.883183
67,Hypertension,12,2018-08-11 12:41:00,2018-11-11 00:45:56.105447
69,Osteoporosis,12,2018-08-11 12:41:00,2018-11-11 00:46:04.629712
70,Parkinson's,12,2018-08-11 12:41:00,2018-11-11 00:46:23.243134
97,Art,10,2018-08-11 12:41:00,2018-08-11 12:41:00
98,Gardening,10,2018-08-11 12:41:00,2018-08-11 12:41:00
99,Music,10,2018-08-11 12:41:00,2018-08-11 12:41:00
101,Pets,10,2018-08-11 12:41:00,2018-08-11 12:41:00
111,"Computers, internet, social media",10,2018-08-11 12:41:00,2018-08-11 12:41:00
58,Back Problems,12,2018-08-11 12:41:00,2018-11-11 00:53:41.164673
117,Cholesterol,16,2018-08-11 12:41:00,2018-08-11 12:41:00
118,Fasting,16,2018-08-11 12:41:00,2018-08-11 12:41:00
120,Nutrition,16,2018-08-11 12:41:00,2018-08-11 12:41:00
121,Nutrition-Brain Health,16,2018-08-11 12:41:00,2018-08-11 12:41:00
126,Salt,16,2018-08-11 12:41:00,2018-08-11 12:41:00
131,Driving safety,18,2018-08-11 12:41:00,2018-08-11 12:41:00
132,Driving safety-transportation alternatives,18,2018-08-11 12:41:00,2018-08-11 12:41:00
133,Elder abuse,18,2018-08-11 12:41:00,2018-08-11 12:41:00
134,Emergency preparation,18,2018-08-11 12:41:00,2018-08-11 12:41:00
135,Falls,18,2018-08-11 12:41:00,2018-08-11 12:41:00
136,"Food safety, foodborne illness",18,2018-08-11 12:41:00,2018-08-11 12:41:00
137,Guns,18,2018-08-11 12:41:00,2018-08-11 12:41:00
138,Home safety,18,2018-08-11 12:41:00,2018-08-11 12:41:00
139,Home safety-fire prevention,18,2018-08-11 12:41:00,2018-08-11 12:41:00
140,Home safety-inspection,18,2018-08-11 12:41:00,2018-08-11 12:41:00
141,Home safety-modifications,18,2018-08-11 12:41:00,2018-08-11 12:41:00
1,﻿Ageism,2,2018-08-11 12:41:00,2018-09-30 23:51:34.659258
2,Aging Myths,2,2018-08-11 12:41:00,2018-10-28 19:44:07.348177
142,Trends,2,2018-08-11 12:41:00,2018-11-10 23:19:01.490198
115,New Year's resolutions,14,2018-08-11 12:41:00,2018-11-11 00:13:18.074822
113,"Downsizing, senior moves",4,2018-08-11 12:41:00,2018-11-11 00:14:08.023395
119,Supplements,16,2018-08-11 12:41:00,2018-11-11 00:18:33.82254
130,Planning for aging,4,2018-08-11 12:41:00,2018-11-11 00:19:34.443958
127,Advance directives,25,2018-08-11 12:41:00,2018-11-11 00:20:58.633459
128,Advance directives--guardianship,25,2018-08-11 12:41:00,2018-11-11 00:21:12.945181
129,Organ Donation,25,2018-08-11 12:41:00,2018-11-11 00:21:31.919833
124,Mediterranean diet,16,2018-08-11 12:41:00,2018-11-11 00:32:49.722321
125,Superfoods,16,2018-08-11 12:41:00,2018-11-11 00:33:07.315845
122,Food Myths,16,2018-08-11 12:41:00,2018-11-11 00:33:34.922915
123,Hydration,16,2018-08-11 12:41:00,2018-11-11 00:33:56.650197
100,"Outdoors, nature",10,2018-08-11 12:41:00,2018-08-11 12:41:00
102,Volunteering,10,2018-08-11 12:41:00,2018-08-11 12:41:00
112,Computers-online health information,10,2018-08-11 12:41:00,2018-08-11 12:41:00
114,Lifelong learning,10,2018-08-11 12:41:00,2018-08-11 12:41:00
116,Purpose in life,10,2018-08-11 12:41:00,2018-08-11 12:41:00
